wiki,title,length,unit,over_threshold
nl.wikipedia.org,Tim Krul,48,words,False
nl.wikipedia.org,Wereldkampioenschap voetbal 2034,50,words,False
nl.wikipedia.org,Amsterdam,214,words,False
nl.wikipedia.org,Anne Hathaway (actrice),92,words,False
nl.wikipedia.org,Dennis Bergkamp,141,words,False
nl.wikipedia.org,Duits voetbalelftal (mannen),246,words,False
nl.wikipedia.org,Frans voetbalelftal (mannen),236,words,False
nl.wikipedia.org,Friso van Oranje-Nassau van Amsberg,115,words,False
nl.wikipedia.org,Hervé Renard,95,words,False
pt.wikipedia.org,Cabo Verde,392,words,True
pt.wikipedia.org,Carlo Ancelotti,110,words,False
pt.wikipedia.org,Copa do Mundo FIFA,615,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 2026,658,words,True
pt.wikipedia.org,Corpus Christi,321,words,True
pt.wikipedia.org,Cristiano Ronaldo,552,words,True
pt.wikipedia.org,Curaçau,190,words,False
pt.wikipedia.org,Disclosure Day,175,words,False
pt.wikipedia.org,Endrick,196,words,False
pt.wikipedia.org,Erling Haaland,320,words,True
pt.wikipedia.org,Kylian Mbappé,272,words,False
pt.wikipedia.org,Lionel Messi,402,words,True
pt.wikipedia.org,Lista de artilheiros da Copa do Mundo FIFA,47,words,False
pt.wikipedia.org,Matheus Cunha,27,words,False
pt.wikipedia.org,Misantropia,486,words,True
pt.wikipedia.org,Oliver Tree,130,words,False
pt.wikipedia.org,Zion Suzuki,30,words,False
pt.wikipedia.org,Assassinato de Henry Borel,230,words,False
pt.wikipedia.org,Brasil,685,words,True
pt.wikipedia.org,CazéTV,153,words,False
pt.wikipedia.org,Copa do Mundo FIFA de 2014,461,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 2022,693,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 2030,331,words,True
pt.wikipedia.org,Costa do Marfim,425,words,True
pt.wikipedia.org,Douglas Santos,29,words,False
pt.wikipedia.org,Gabriel Martinelli,129,words,False
pt.wikipedia.org,João Saldanha,122,words,False
pt.wikipedia.org,Michael Jackson,707,words,True
pt.wikipedia.org,Neymar,662,words,True
pt.wikipedia.org,Roger Ibañez,37,words,False
pt.wikipedia.org,Ronaldinho Gaúcho,267,words,False
pt.wikipedia.org,Ronaldo Nazário,854,words,True
pt.wikipedia.org,Seleção Brasileira de Futebol,460,words,True
pt.wikipedia.org,Trace Brasil,53,words,False
pt.wikipedia.org,Vinícius Júnior,190,words,False
pt.wikipedia.org,Vozinha,278,words,False
pt.wikipedia.org,Alisson Becker,172,words,False
pt.wikipedia.org,Backrooms (filme),270,words,False
pt.wikipedia.org,Bandeira do Brasil,243,words,False
pt.wikipedia.org,Casemiro,212,words,False
pt.wikipedia.org,Copa do Mundo FIFA de 2002,207,words,False
pt.wikipedia.org,Copa do Mundo FIFA de 2006,460,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 2010,406,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 2018,508,words,True
pt.wikipedia.org,Copa do Nordeste de Futebol de 2026,133,words,False
pt.wikipedia.org,Haiti,616,words,True
pt.wikipedia.org,Igor Thiago,24,words,False
pt.wikipedia.org,Lamine Yamal,26,words,False
pt.wikipedia.org,Marrocos,479,words,True
pt.wikipedia.org,Michael Olise,404,words,True
pt.wikipedia.org,Pelé,647,words,True
pt.wikipedia.org,Quem Ama Cuida,111,words,False
pt.wikipedia.org,Raphinha,37,words,False
pt.wikipedia.org,República Democrática do Congo,351,words,True
pt.wikipedia.org,Usbequistão,392,words,True
pt.wikipedia.org,YouTube,251,words,False
pt.wikipedia.org,Brasil 1–7 Alemanha (2014),400,words,True
pt.wikipedia.org,Bruno Guimarães,26,words,False
pt.wikipedia.org,Casimiro (streamer),52,words,False
pt.wikipedia.org,Copa do Mundo FIFA de 1970,578,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 1994,320,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 1998,317,words,True
pt.wikipedia.org,César Ramos,192,words,False
pt.wikipedia.org,Google,475,words,True
pt.wikipedia.org,Jogo do bicho,703,words,True
pt.wikipedia.org,Kaká,178,words,False
pt.wikipedia.org,Marcelo Bielsa,22,words,False
pt.wikipedia.org,Maurício (futebolista),28,words,False
pt.wikipedia.org,Países Baixos,390,words,True
pt.wikipedia.org,Rayan,26,words,False
pt.wikipedia.org,Renan Santos,73,words,False
pt.wikipedia.org,Romário,387,words,True
pt.wikipedia.org,Tostão,77,words,False
pt.wikipedia.org,Zagallo,194,words,False
pt.wikipedia.org,Zinédine Zidane,404,words,True
pt.wikipedia.org,Éderson José dos Santos Lourenço da Silva,30,words,False
pt.wikipedia.org,Brasil na Copa do Mundo FIFA de 2002,306,words,True
pt.wikipedia.org,Bósnia e Herzegovina,529,words,True
pt.wikipedia.org,Christian Pulisic,19,words,False
pt.wikipedia.org,Copa do Mundo FIFA de 1930,260,words,False
pt.wikipedia.org,Elon Musk,429,words,True
pt.wikipedia.org,Estados Unidos,686,words,True
pt.wikipedia.org,Fernando Muslera,64,words,False
pt.wikipedia.org,Gabriel Magalhães,25,words,False
pt.wikipedia.org,Gana,251,words,False
pt.wikipedia.org,Jaafar Jackson,48,words,False
pt.wikipedia.org,James Rodríguez,98,words,False
pt.wikipedia.org,Lucas Paquetá,159,words,False
pt.wikipedia.org,Noruega,544,words,True
pt.wikipedia.org,Ousmane Dembélé,69,words,False
pt.wikipedia.org,Portugal,590,words,True
pt.wikipedia.org,Shakira,686,words,True
pt.wikipedia.org,Virginia Fonseca,58,words,False
pt.wikipedia.org,XVideos,177,words,False
pt.wikipedia.org,X video extension,419,words,True
pt.wikipedia.org,Ambev,162,words,False
pt.wikipedia.org,Argélia,458,words,True
pt.wikipedia.org,Brasil na Copa do Mundo FIFA,63,words,False
pt.wikipedia.org,Copa do Mundo FIFA de 1958,98,words,False
pt.wikipedia.org,Copa do Mundo FIFA de 1982,209,words,False
pt.wikipedia.org,Copa do Mundo FIFA de 1986,229,words,False
pt.wikipedia.org,Danilo Luiz da Silva,179,words,False
pt.wikipedia.org,Dia dos Namorados,165,words,False
pt.wikipedia.org,Eleições gerais no Peru em 2026,392,words,True
pt.wikipedia.org,Garrincha,302,words,True
pt.wikipedia.org,Harry Kane,139,words,False
pt.wikipedia.org,Joe Jackson (empresário),49,words,False
pt.wikipedia.org,Lista de finais da Copa do Mundo FIFA,334,words,True
pt.wikipedia.org,Lista de transmissoras da Copa do Mundo FIFA de 2026,39,words,False
pt.wikipedia.org,LiveMode,40,words,False
pt.wikipedia.org,Mohamed Salah,678,words,True
pt.wikipedia.org,Ranking Mundial da FIFA,105,words,False
pt.wikipedia.org,República do Congo,250,words,False
pt.wikipedia.org,Seleção Curaçauense de Futebol,76,words,False
pt.wikipedia.org,Stephen Eustáquio,25,words,False
pt.wikipedia.org,WhatsApp,385,words,True
pt.wikipedia.org,Achraf Hakimi,328,words,True
pt.wikipedia.org,Ballon d'Or,281,words,False
pt.wikipedia.org,Brasil na Copa do Mundo FIFA de 1970,95,words,False
pt.wikipedia.org,Carlos Alberto Parreira,368,words,True
pt.wikipedia.org,Chéquia,520,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 1966,446,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 1974,559,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 1978,808,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 1990,489,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 2034,132,words,False
pt.wikipedia.org,Diego Maradona,508,words,True
pt.wikipedia.org,Gianni Infantino,43,words,False
pt.wikipedia.org,Guillermo Ochoa,92,words,False
pt.wikipedia.org,Hino Nacional Brasileiro,80,words,False
pt.wikipedia.org,João Fonseca (tenista),169,words,False
pt.wikipedia.org,Keiko Fujimori,448,words,True
pt.wikipedia.org,Liga dos Campeões da UEFA,567,words,True
pt.wikipedia.org,Lista de seleções campeãs mundiais de futebol,60,words,False
pt.wikipedia.org,Mortes em junho de 2026,52,words,False
pt.wikipedia.org,Sebastián Beccacece,22,words,False
pt.wikipedia.org,Alex Poatan,231,words,False
pt.wikipedia.org,Alexander Zverev,206,words,False
pt.wikipedia.org,Antonio Nusa,28,words,False
pt.wikipedia.org,Copa do Mundo FIFA de 1962,468,words,True
pt.wikipedia.org,Daveigh Chase,183,words,False
pt.wikipedia.org,Deniz Undav,23,words,False
pt.wikipedia.org,Fotos dos Mamonas Assassinas mortos,175,words,False
pt.wikipedia.org,Jairzinho,155,words,False
pt.wikipedia.org,Jennifer Lopez,554,words,True
pt.wikipedia.org,Julian Nagelsmann,24,words,False
pt.wikipedia.org,Katy Perry,604,words,True
pt.wikipedia.org,Letícia Colin,78,words,False
pt.wikipedia.org,Luiz Inácio Lula da Silva,513,words,True
pt.wikipedia.org,Marc Cucurella,24,words,False
pt.wikipedia.org,Marcos Aoás Corrêa,299,words,False
pt.wikipedia.org,Pesquisas de opinião para a eleição presidencial no Brasil em 2026,95,words,False
pt.wikipedia.org,Q,48,words,False
pt.wikipedia.org,Seleção Alemã de Futebol,424,words,True
pt.wikipedia.org,Seleção Argentina de Futebol,404,words,True
pt.wikipedia.org,Alberto Fujimori,366,words,True
pt.wikipedia.org,Andrea Kimi Antonelli,223,words,False
pt.wikipedia.org,Anne Hathaway,409,words,True
pt.wikipedia.org,Cafu,129,words,False
pt.wikipedia.org,Casa do Patrão,126,words,False
pt.wikipedia.org,Copa América,371,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 1950,102,words,False
pt.wikipedia.org,Dua Lipa,388,words,True
pt.wikipedia.org,Escócia,471,words,True
pt.wikipedia.org,Fundação Padre Anchieta,44,words,False
pt.wikipedia.org,Lista de presidentes do Brasil,105,words,False
pt.wikipedia.org,Manuel Neuer,152,words,False
pt.wikipedia.org,México,445,words,True
pt.wikipedia.org,Richarlison,161,words,False
pt.wikipedia.org,Seleção Portuguesa de Futebol,617,words,True
pt.wikipedia.org,Seleção Uruguaia de Futebol,506,words,True
pt.wikipedia.org,Senegal,351,words,True
pt.wikipedia.org,Zico,310,words,True
pt.wikipedia.org,Zlatan Ibrahimović,336,words,True
pt.wikipedia.org,Alemanha,422,words,True
pt.wikipedia.org,Brasil na Copa do Mundo FIFA de 1994,80,words,False
pt.wikipedia.org,Campeonato Europeu de Futebol,218,words,False
pt.wikipedia.org,Caso Mangue 937,164,words,False
pt.wikipedia.org,David Beckham,368,words,True
pt.wikipedia.org,Eliminatórias da Copa do Mundo FIFA de 2026,50,words,False
pt.wikipedia.org,Federação Internacional de Futebol,313,words,True
pt.wikipedia.org,França,532,words,True
pt.wikipedia.org,Ilia Topuria,98,words,False
pt.wikipedia.org,José Mourinho,233,words,False
pt.wikipedia.org,Katherine Jackson,61,words,False
pt.wikipedia.org,Lionel Scaloni,74,words,False
pt.wikipedia.org,Mauricio Pochettino,88,words,False
pt.wikipedia.org,Miroslav Klose,219,words,False
pt.wikipedia.org,Roberto Rivellino,99,words,False
pt.wikipedia.org,Rod Stewart,577,words,True
pt.wikipedia.org,Seleção Cabo-Verdiana de Futebol,23,words,False
pt.wikipedia.org,Seleção Francesa de Futebol,556,words,True
pt.wikipedia.org,Seleção Japonesa de Futebol,338,words,True
pt.wikipedia.org,"Fabinho (futebolista, 1993)",24,words,False
pt.wikipedia.org,Adolf Hitler,698,words,True
pt.wikipedia.org,Além do Tempo,114,words,False
pt.wikipedia.org,Bebeto,195,words,False
pt.wikipedia.org,Brasil na Copa do Mundo FIFA de 2022,129,words,False
pt.wikipedia.org,Chester Bennington,324,words,True
pt.wikipedia.org,Copa do Mundo FIFA de 1934,108,words,False
fa.wikipedia.org,.xxx,111,words,False
fa.wikipedia.org,آمیزش جنسی,241,words,False
fa.wikipedia.org,آمیزش جنسی دهانی,200,words,False
fa.wikipedia.org,جام جهانی فوتبال ۲۰۲۶,347,words,True
fa.wikipedia.org,جنگ آمریکا و اسرائیل با ایران,1075,words,True
fa.wikipedia.org,داگی استایل,219,words,False
fa.wikipedia.org,روش‌های آمیزش جنسی,175,words,False
fa.wikipedia.org,زن در بالا,289,words,False
fa.wikipedia.org,زن و بچه,103,words,False
fa.wikipedia.org,سید علی خامنه‌ای,815,words,True
fa.wikipedia.org,سید مجتبی خامنه‌ای,451,words,True
fa.wikipedia.org,شمع‌کوب (روش آمیزش جنسی),217,words,False
fa.wikipedia.org,فرج‌لیسی,216,words,False
fa.wikipedia.org,قضیب‌لیسی,152,words,False
fa.wikipedia.org,پوزیشن میسیونری,119,words,False
fa.wikipedia.org,کوراسائو,49,words,False
fa.wikipedia.org,کیپ ورد,426,words,True
fa.wikipedia.org,آمیزش جنسی بدون دخول,112,words,False
fa.wikipedia.org,آمیزش جنسی در انسان,656,words,True
fa.wikipedia.org,آمیزش جنسی مقعدی,322,words,True
fa.wikipedia.org,اعمال جنسی میان زنان,187,words,False
fa.wikipedia.org,ایران,780,words,True
fa.wikipedia.org,ترومبون زنگ‌زده,83,words,False
fa.wikipedia.org,جام جهانی فوتبال,317,words,True
fa.wikipedia.org,خودارضایی,275,words,False
fa.wikipedia.org,شیوه قاشقی,59,words,False
fa.wikipedia.org,غریزه (فیلم ۱۴۰۰),34,words,False
fa.wikipedia.org,لاپستانی,66,words,False
fa.wikipedia.org,ماساژ اروتیک,211,words,False
fa.wikipedia.org,مقعدلیسی,84,words,False
fa.wikipedia.org,نماد سکس,83,words,False
fa.wikipedia.org,هندجاب,148,words,False
fa.wikipedia.org,واژن,428,words,True
fa.wikipedia.org,کریستیانو رونالدو,675,words,True
fa.wikipedia.org,کیربه‌کیرمالی,59,words,False
fa.wikipedia.org,آلت مردانه,245,words,False
fa.wikipedia.org,احمد وحیدی,280,words,False
fa.wikipedia.org,اعمال جنسی میان مردان,53,words,False
fa.wikipedia.org,اندازه آلت انسان,308,words,True
fa.wikipedia.org,انزال,202,words,False
fa.wikipedia.org,انگشت‌کردن,101,words,False
fa.wikipedia.org,بانداج,211,words,False
fa.wikipedia.org,تحقیر اروتیک,95,words,False
fa.wikipedia.org,جام جهانی فوتبال ۲۰۲۲,709,words,True
fa.wikipedia.org,خایه‌لیسی,43,words,False
fa.wikipedia.org,دونالد ترامپ,608,words,True
fa.wikipedia.org,سکس و دختر مجرد (فیلم),47,words,False
fa.wikipedia.org,شورای عالی امنیت ملی,180,words,False
fa.wikipedia.org,فرزاد جمشیدی,70,words,False
fa.wikipedia.org,فهرست برندگان جام جهانی فوتبال,23,words,False
fa.wikipedia.org,قالب بدنی زن,163,words,False
fa.wikipedia.org,لیونل مسی,931,words,True
fa.wikipedia.org,محمدباقر قالیباف,416,words,True
fa.wikipedia.org,ویدئوی سکس افراد مشهور,106,words,False
fa.wikipedia.org,کیر,51,words,False
fa.wikipedia.org,اندام جنسی,81,words,False
fa.wikipedia.org,برترین گلزنان جام جهانی فوتبال,519,words,True
fa.wikipedia.org,برهنگی,503,words,True
fa.wikipedia.org,تری‌سام,106,words,False
fa.wikipedia.org,تشییع جنازه سید علی خامنه‌ای,241,words,False
fa.wikipedia.org,حلق‌کنی,71,words,False
fa.wikipedia.org,دخول جنسی,32,words,False
fa.wikipedia.org,دخول مضاعف,60,words,False
fa.wikipedia.org,دنیس اکرت,50,words,False
fa.wikipedia.org,دیلدو بنددار,73,words,False
fa.wikipedia.org,رامین رضاییان,94,words,False
fa.wikipedia.org,سوپر (فیلم ۲۰۱۰),26,words,False
fa.wikipedia.org,سکس داشتن در آمریکا,48,words,False
fa.wikipedia.org,سکس سریع,65,words,False
fa.wikipedia.org,شهوت‌نگاره زن‌آمیز,121,words,False
fa.wikipedia.org,شکیرا,452,words,True
fa.wikipedia.org,فرج,587,words,True
fa.wikipedia.org,پستان,332,words,True
fa.wikipedia.org,کیر مصنوعی دودخولی,92,words,False
fa.wikipedia.org,ارگاسم,267,words,False
fa.wikipedia.org,ایروماسیو,157,words,False
fa.wikipedia.org,برانگیختگی جنسی,110,words,False
fa.wikipedia.org,بهروز رضوی,69,words,False
fa.wikipedia.org,تیم ملی فوتبال ایران,422,words,True
fa.wikipedia.org,رئوس مطالب بی‌دی‌اس‌ام,72,words,False
fa.wikipedia.org,زیباترین کون دنیا را داری,46,words,False
fa.wikipedia.org,سکس و سیتی ۲,38,words,False
fa.wikipedia.org,عشق کهکشانی,55,words,False
fa.wikipedia.org,غلفه (زنان),111,words,False
fa.wikipedia.org,مایکل جکسون,608,words,True
fa.wikipedia.org,مرجان ساتراپی,140,words,False
fa.wikipedia.org,نشیمنگاه,301,words,True
fa.wikipedia.org,نواحی شهوت‌خیز,137,words,False
fa.wikipedia.org,نیوزیلند,386,words,True
fa.wikipedia.org,هما میرافشار,64,words,False
fa.wikipedia.org,کلیتوریس,128,words,False
fa.wikipedia.org,گل سنگ (مجموعه نمایش خانگی),35,words,False
fa.wikipedia.org,ایران در جام جهانی فوتبال,74,words,False
fa.wikipedia.org,ایران در جام جهانی فوتبال ۲۰۲۶,132,words,False
fa.wikipedia.org,تحریک جنسی,177,words,False
fa.wikipedia.org,تن‌مالی,276,words,False
fa.wikipedia.org,جام جهانی فوتبال ۲۰۳۰,134,words,False
fa.wikipedia.org,خودارضایی مقعدی,59,words,False
fa.wikipedia.org,دلدادگان,83,words,False
fa.wikipedia.org,روش‌های بانداج,118,words,False
fa.wikipedia.org,سلطه‌گری و سلطه‌پذیری,176,words,False
fa.wikipedia.org,سکس شبیه‌سازی‌نشده,331,words,True
fa.wikipedia.org,شکنجه پستان,273,words,False
fa.wikipedia.org,فلچینگ,424,words,True
fa.wikipedia.org,فیلم پورنو,361,words,True
fa.wikipedia.org,لابیاپلاستی,323,words,True
fa.wikipedia.org,میکروپنیس,939,words,True
fa.wikipedia.org,نعوظ,299,words,False
fa.wikipedia.org,پس‌ریزی منی,139,words,False
fa.wikipedia.org,پوزیشن ۶۹,123,words,False
fa.wikipedia.org,کشته شدن سید علی خامنه‌ای,172,words,False
fa.wikipedia.org,XNXX,47,words,False
fa.wikipedia.org,آلت دفن‌شده,193,words,False
fa.wikipedia.org,آلت مصنوعی,199,words,False
fa.wikipedia.org,اسباب‌بازی جنسی,95,words,False
fa.wikipedia.org,اسرائیل,572,words,True
fa.wikipedia.org,ایالات متحده آمریکا,809,words,True
fa.wikipedia.org,بوکاکی,92,words,False
fa.wikipedia.org,بی‌دی‌اس‌ام,471,words,True
fa.wikipedia.org,تحریک نوک پستان,54,words,False
fa.wikipedia.org,جام جهانی فوتبال ۲۰۱۸,203,words,False
fa.wikipedia.org,جنگ دوازده‌روزه,722,words,True
fa.wikipedia.org,زن در حال خشک کردن خود پس از حمام,45,words,False
fa.wikipedia.org,سپاه پاسداران انقلاب اسلامی,767,words,True
fa.wikipedia.org,شکنجه مهبل,249,words,False
fa.wikipedia.org,مسعود پزشکیان,485,words,True
fa.wikipedia.org,همجنس‌گرایی زنانه,170,words,False
fa.wikipedia.org,پورنوگرافی,76,words,False
fa.wikipedia.org,کس,126,words,False
fa.wikipedia.org,کیلیان امباپه,543,words,True
fa.wikipedia.org,بنیامین نتانیاهو,590,words,True
fa.wikipedia.org,بیکینی,389,words,True
fa.wikipedia.org,تمایلات جنسی زنانه,198,words,False
fa.wikipedia.org,جام جهانی فوتبال ۲۰۱۴,420,words,True
fa.wikipedia.org,درپوش مقعد,85,words,False
fa.wikipedia.org,رضا پهلوی,395,words,True
fa.wikipedia.org,زن,115,words,False
fa.wikipedia.org,ساحل عاج,494,words,True
fa.wikipedia.org,سید مجید موسوی,50,words,False
fa.wikipedia.org,سینه‌لختی,223,words,False
fa.wikipedia.org,فتیش جنسی,106,words,False
fa.wikipedia.org,فیشال (کنش جنسی),57,words,False
fa.wikipedia.org,لاپایی,46,words,False
fa.wikipedia.org,لبه (فرج),42,words,False
fa.wikipedia.org,محمدرضا پهلوی,869,words,True
fa.wikipedia.org,مهدی طارمی,181,words,False
fa.wikipedia.org,نوک پستان,28,words,False
fa.wikipedia.org,همجنس‌گرایی,590,words,True
fa.wikipedia.org,واژن مصنوعی,48,words,False
fa.wikipedia.org,قیصر (خواننده),28,words,False
fa.wikipedia.org,ارباب/برده (بی‌دی‌اس‌ام),303,words,True
fa.wikipedia.org,این دریا طغیان خواهد کرد,83,words,False
fa.wikipedia.org,بوسه,93,words,False
fa.wikipedia.org,تجاوز جنسی,296,words,False
fa.wikipedia.org,جام جهانی فوتبال ۲۰۱۰,151,words,False
fa.wikipedia.org,حسین بن علی,712,words,True
fa.wikipedia.org,حمله هوایی به مدرسه شجره طیبه میناب,172,words,False
fa.wikipedia.org,رضاشاه,476,words,True
fa.wikipedia.org,زیرزمین (مجموعه تلویزیونی ۲۰۲۶),60,words,False
fa.wikipedia.org,سوندگذاری میزراهی,165,words,False
fa.wikipedia.org,سکس و سیتی (فیلم),25,words,False
fa.wikipedia.org,سیکس پک (فیلم),38,words,False
fa.wikipedia.org,صورت‌نشینی,259,words,False
fa.wikipedia.org,طبق‌زنی,129,words,False
fa.wikipedia.org,علی لاریجانی,427,words,True
fa.wikipedia.org,علیرضا بیرانوند,132,words,False
fa.wikipedia.org,منصوره خجسته باقرزاده,73,words,False
fa.wikipedia.org,مهرداد ضیایی,27,words,False
fa.wikipedia.org,کاهش کلاهک کلیتورال,137,words,False
fa.wikipedia.org,آناهیتا درگاهی,45,words,False
fa.wikipedia.org,ارلینگ هالند,279,words,False
fa.wikipedia.org,امیر تتلو,343,words,True
fa.wikipedia.org,امیر قلعه‌نویی,141,words,False
fa.wikipedia.org,اندازه واژن انسان,488,words,True
fa.wikipedia.org,بزرگ کردن آلت مردانه,198,words,False
fa.wikipedia.org,جام جهانی فوتبال ۲۰۰۲,78,words,False
fa.wikipedia.org,جنگ جهانی دوم,700,words,True
fa.wikipedia.org,حمید هیراد,76,words,False
fa.wikipedia.org,خیزش ۱۴۰۴ ایران,1154,words,True
fa.wikipedia.org,دختران کون‌گنده,140,words,False
fa.wikipedia.org,رئوس مطالب میل جنسی در انسان,108,words,False
fa.wikipedia.org,سید روح‌الله خمینی,564,words,True
fa.wikipedia.org,فهرست برترین گلزنان فوتبال ملی مردان بر پایه کشور,66,words,False
fa.wikipedia.org,لیگ ملت‌های والیبال مردان ۲۰۲۶,84,words,False
fa.wikipedia.org,کارلوس کی‌روش,238,words,False
fa.wikipedia.org,کشته‌شدگان خیزش ۱۴۰۴ ایران,128,words,False
fa.wikipedia.org,گنگ بنگ,165,words,False
fa.wikipedia.org,آزادی سینه‌لختی,98,words,False
fa.wikipedia.org,آلت نری,82,words,False
fa.wikipedia.org,ابراهیم ذوالفقاری,43,words,False
fa.wikipedia.org,انزال زنان,302,words,True
fa.wikipedia.org,ایران اینترنشنال,308,words,True
fa.wikipedia.org,برادر و خواهر (فیلم ۲۰۲۲),49,words,False
fa.wikipedia.org,بلژیک,470,words,True
fa.wikipedia.org,تیم ملی فوتبال بلژیک,337,words,True
fa.wikipedia.org,جام جهانی فوتبال ۲۰۰۶,131,words,False
fa.wikipedia.org,دهان‌بند,54,words,False
fa.wikipedia.org,روش‌های خودکشی,172,words,False
fa.wikipedia.org,زنانه‌سازی (رفتار جنسی),231,words,False
fa.wikipedia.org,صنعت سکس,116,words,False
he.wikipedia.org,אהרן ברנע,20,words,False
he.wikipedia.org,"אובססיה (סרט, 2025)",128,words,False
he.wikipedia.org,אמיר בנאי,10,words,False
he.wikipedia.org,אסתר שמיר,21,words,False
he.wikipedia.org,גביע העולם בכדורגל,245,words,False
he.wikipedia.org,גלעד ינקלוביץ',51,words,False
he.wikipedia.org,ישי לוי,56,words,False
he.wikipedia.org,ישראל שומר,53,words,False
he.wikipedia.org,כף ורדה,48,words,False
he.wikipedia.org,ליונל מסי,582,words,True
he.wikipedia.org,מבצע שאגת הארי,378,words,True
he.wikipedia.org,מונדיאל 2026,150,words,False
he.wikipedia.org,מיה דגן,21,words,False
he.wikipedia.org,מייקל ג'קסון,311,words,True
he.wikipedia.org,פאודה,212,words,False
he.wikipedia.org,קוראסאו,65,words,False
he.wikipedia.org,רוקדים עם כוכבים (קשת),71,words,False
he.wikipedia.org,69 (תנוחה),134,words,False
he.wikipedia.org,אורי פפר,12,words,False
he.wikipedia.org,אורנה בנאי,21,words,False
he.wikipedia.org,איל וולדמן,62,words,False
he.wikipedia.org,גדי איזנקוט,69,words,False
he.wikipedia.org,האח הגדול עונה 16,82,words,False
he.wikipedia.org,הבת (סדרת טלוויזיה),40,words,False
he.wikipedia.org,"הדירוג העולמי של פיפ""א",41,words,False
he.wikipedia.org,"התגלית (סרט, 2026)",63,words,False
he.wikipedia.org,חוף השנהב,55,words,False
he.wikipedia.org,ישראל,556,words,True
he.wikipedia.org,כריסטיאנו רונאלדו,521,words,True
he.wikipedia.org,לא לריב (סדרת טלוויזיה),62,words,False
he.wikipedia.org,מיכאל ראבילו,50,words,False
he.wikipedia.org,נת'ניאל בוזוליץ',36,words,False
he.wikipedia.org,צחי הלוי,25,words,False
he.wikipedia.org,קיליאן אמבפה,202,words,False
he.wikipedia.org,רומן גופמן,46,words,False
he.wikipedia.org,"רוקדים עם כוכבים (עונה 5, קשת)",42,words,False
he.wikipedia.org,אבי כאכון,31,words,False
he.wikipedia.org,אילון מאסק,197,words,False
he.wikipedia.org,בופור,95,words,False
he.wikipedia.org,בנימין נתניהו,344,words,True
he.wikipedia.org,גיא מרקיזנו,44,words,False
he.wikipedia.org,"דרגות צה""ל",80,words,False
he.wikipedia.org,"המתמחה (סדרת טלוויזיה, 2026)",46,words,False
he.wikipedia.org,יעקב אגם,27,words,False
he.wikipedia.org,יעקב עמידרור,46,words,False
he.wikipedia.org,לוסי איוב,15,words,False
he.wikipedia.org,מונדיאל 2022,193,words,False
he.wikipedia.org,מונדיאל 2030,31,words,False
he.wikipedia.org,מלחמת חרבות ברזל,639,words,True
he.wikipedia.org,נאור נרקיס,27,words,False
he.wikipedia.org,נעם סולברג,31,words,False
he.wikipedia.org,עדן גולן,27,words,False
he.wikipedia.org,עומר אדם,9,words,False
he.wikipedia.org,ענת עצמון,13,words,False
he.wikipedia.org,ערוץ 16,137,words,False
he.wikipedia.org,שיר לוי,9,words,False
he.wikipedia.org,אוליבר טרי,28,words,False
he.wikipedia.org,ג'ודי שלום ניר מוזס,18,words,False
he.wikipedia.org,ג'יילן ברנסון,42,words,False
he.wikipedia.org,דונלד טראמפ,665,words,True
he.wikipedia.org,דני אבדיה,45,words,False
he.wikipedia.org,האח הגדול (תוכנית טלוויזיה ישראלית),483,words,True
he.wikipedia.org,הבחירות לכנסת העשרים ושש,35,words,False
he.wikipedia.org,חטיבה 401,43,words,False
he.wikipedia.org,חיים בן עטר,140,words,False
he.wikipedia.org,חתונה ממבט ראשון,78,words,False
he.wikipedia.org,לירון וייסמן,13,words,False
he.wikipedia.org,מגרש ביתי,180,words,False
he.wikipedia.org,מלי לוי,14,words,False
he.wikipedia.org,מלך שערי גביע העולם בכדורגל,40,words,False
he.wikipedia.org,ניימאר,87,words,False
he.wikipedia.org,רצח אסף שטיירמן,92,words,False
he.wikipedia.org,שאקירה,355,words,True
he.wikipedia.org,שמואל בן עזרא,60,words,False
he.wikipedia.org,תסמונת טריצ'ר קולינס,49,words,False
he.wikipedia.org,איוב כיוף,26,words,False
he.wikipedia.org,אלבניה,71,words,False
he.wikipedia.org,ארלינג האלנד,36,words,False
he.wikipedia.org,ארצות הברית,388,words,True
he.wikipedia.org,בוסניה והרצגובינה,182,words,False
he.wikipedia.org,בר ברימר,10,words,False
he.wikipedia.org,בת חן סבג,29,words,False
he.wikipedia.org,הרפובליקה הדמוקרטית של קונגו,204,words,False
he.wikipedia.org,טבח שבעה באוקטובר,346,words,True
he.wikipedia.org,יאיר גולן,77,words,False
he.wikipedia.org,יחסי מין,218,words,False
he.wikipedia.org,לאמין ימאל,24,words,False
